pedido_id,data_pedido,produto,categoria,uf,canal,quantidade,preco_unitario,desconto_pct,valor_total,cliente_recorrente,avaliacao
PED-103666,19/02/2025,Cadeira Ergo,Mobiliário,CE,Marketplace,3,"R$ 1.727,99","9,6%","R$ 6.284,04",sim,1.0
PED-103667,05/04/2025,Webcam HD,Áudio,RS,Loja Física,4,"R$ 304,01","8,5%","R$ 1.683,68",sim,2.0
PED-103668,27/03/2024,Mesa Ajustável,Mobiliário,PE,,1,"R$ 2.471,18","5,1%","R$ 2.880,71",sim,5.0
PED-103669,13/05/2025,Notebook Pro,Computadores,SP,Televendas,1,"R$ 6.587,01","12,2%","R$ 8.652,21",sim,2.0
PED-103670,10/06/2025,Headset,Áudio,SC,Televendas,2,"R$ 330,61","14,3%","R$ 799,69",nao,3.0
PED-103671,11/01/2024,Webcam HD,Áudio,GO,Marketplace,1,"R$ 268,42","11,7%","R$ 237,13",nao,2.0
PED-103672,01/05/2025,Cadeira Ergo,Mobiliário,RJ,Televendas,2,"R$ 1.891,45","1,4%","R$ 5.577,15",sim,5.0
PED-103673,26/08/2025,"Monitor 27""",Periféricos,RS,Loja Física,4,"R$ 1.396,87","14,8%","R$ 5.523,87",sim,4.0
PED-103674,08/09/2024,Mesa Ajustável,Mobiliário,SP,Televendas,1,"R$ 2.303,00","9,1%","R$ 1.910,95",sim,5.0
PED-103675,07/06/2024,Mesa Ajustável,Mobiliário,PR,Marketplace,4,"R$ 2.610,36","9,0%","R$ 11.392,27",sim,1.0
PED-103676,18/12/2024,"Monitor 27""",Periféricos,MG,E-commerce,1,"R$ 1.266,81","4,9%","R$ 1.261,13",sim,2.0
PED-103677,06/07/2024,Notebook Pro,Computadores,RS,Televendas,2,"R$ 6.591,64","8,5%","R$ 13.219,22",sim,1.0
PED-103678,14/05/2024,Mesa Ajustável,Mobiliário,GO,E-commerce,1,"R$ 2.374,25","4,1%","R$ 2.883,30",nao,1.0
PED-103679,16/06/2025,Mouse Sem Fio,Periféricos,RJ,Marketplace,1,"R$ 177,45","10,6%","R$ 223,96",nao,3.0
PED-103680,19/01/2025,Mouse Sem Fio,Periféricos,SP,Televendas,1,"R$ 204,60","11,3%","R$ 216,29",sim,5.0
PED-103681,26/07/2025,Headset,Áudio,BA,E-commerce,3,"R$ 296,58","6,4%","R$ 1.072,25",sim,4.0
PED-103682,03/04/2025,Headset,Áudio,PR,Loja Física,3,"R$ 344,59","11,0%","R$ 1.392,50",sim,4.0
PED-103683,16/04/2025,Notebook Pro,Computadores,SP,Marketplace,2,"R$ 7.029,12","21,5%","R$ 16.689,96",sim,5.0
PED-103684,18/05/2025,Mesa Ajustável,Mobiliário,SP,,3,"R$ 2.526,56","12,5%","R$ 9.918,69",sim,3.0
PED-103685,01/08/2024,Notebook Pro,Computadores,SP,Televendas,1,"R$ 6.839,70","14,5%","R$ 3.356,40",nao,1.0
PED-103686,24/03/2024,Cadeira Ergo,Mobiliário,RS,E-commerce,1,"R$ 1.961,81","1,1%","R$ 2.383,02",sim,3.0
PED-103687,23/10/2024,"Monitor 27""",Periféricos,RS,Marketplace,1,"R$ 1.558,03","9,2%","R$ 1.262,07",sim,2.0
PED-103688,14/09/2025,Mesa Ajustável,Mobiliário,RJ,Televendas,6,"R$ 2.421,64","4,4%","R$ 14.848,24",nao,2.0
PED-103689,18/06/2025,Teclado Mecânico,Periféricos,SP,E-commerce,2,"R$ 420,07","0,3%","R$ 1.183,11",sim,
PED-103690,07/04/2025,Notebook Pro,Computadores,RS,E-commerce,3,"R$ 6.714,00","15,1%","R$ 25.866,27",sim,1.0
PED-103691,16/08/2024,Cadeira Ergo,Mobiliário,RS,Televendas,5,"R$ 1.844,32","5,5%","R$ 5.000,02",sim,1.0
PED-103692,14/05/2024,Teclado Mecânico,Periféricos,SP,Televendas,2,"R$ 423,00","0,0%","R$ 1.071,64",nao,1.0
PED-103693,30/05/2025,Cadeira Ergo,Mobiliário,RS,Marketplace,1,"R$ 1.849,61","3,0%","R$ 2.681,96",sim,1.0
PED-103694,08/10/2024,Notebook Pro,Computadores,PR,Loja Física,4,"R$ 6.490,95","7,2%","R$ 21.497,25",sim,1.0
PED-103695,15/05/2025,Notebook Pro,Computadores,PR,Marketplace,4,"R$ 6.090,51","0,0%","R$ 36.428,56",nao,5.0
PED-103696,15/05/2024,"Monitor 27""",Periféricos,SP,E-commerce,3,"R$ 1.552,00","13,7%","R$ 5.086,92",nao,4.0
PED-103697,26/10/2024,Webcam HD,Áudio,RJ,Loja Física,2,"R$ 278,86","8,4%","R$ 455,97",nao,5.0
PED-103698,25/05/2025,Cadeira Ergo,Mobiliário,SC,Loja Física,4,"R$ 1.920,49","5,4%","R$ 10.870,48",nao,4.0
PED-103699,27/07/2025,"Monitor 27""",Periféricos,SP,Loja Física,1,"R$ 1.419,82","17,2%","R$ 1.513,31",sim,2.0
PED-103700,29/01/2024,Mesa Ajustável,Mobiliário,SP,E-commerce,2,"R$ 2.089,52","1,1%","R$ 4.134,13",sim,1.0
PED-103701,03/09/2024,"Monitor 27""",Periféricos,RS,Loja Física,1,"R$ 1.399,09","16,2%","R$ 1.070,27",nao,
PED-103702,19/06/2024,Webcam HD,Áudio,SC,Marketplace,4,"R$ 256,16","0,7%","R$ 1.219,97",nao,4.0
PED-103703,24/04/2025,Mouse Sem Fio,Periféricos,SC,Loja Física,4,"R$ 195,11","5,7%","R$ 1.113,82",sim,5.0
PED-103704,13/05/2025,"Monitor 27""",Periféricos,MG,Televendas,1,"R$ 1.531,03","8,4%","R$ 2.097,63",sim,5.0
PED-103705,13/02/2025,Mouse Sem Fio,Periféricos,RJ,Televendas,6,"R$ 174,22","0,0%","R$ 1.401,64",sim,3.0
PED-103706,21/04/2025,Mouse Sem Fio,Periféricos,BA,E-commerce,1,"R$ 172,20","14,3%","R$ 223,38",sim,5.0
PED-103707,31/07/2024,Mouse Sem Fio,Periféricos,SP,E-commerce,1,"R$ 188,65","8,7%","R$ 188,85",sim,3.0
PED-103708,07/02/2024,"Monitor 27""",Periféricos,MG,Loja Física,1,"R$ 1.494,09","9,3%","R$ 1.527,87",nao,3.0
PED-103709,06/12/2024,Headset,Áudio,CE,Televendas,2,"R$ 316,67","0,0%","R$ 662,88",sim,1.0
PED-103710,14/01/2024,Cadeira Ergo,Mobiliário,BA,Loja Física,2,"R$ 1.944,63","14,8%","R$ 3.313,45",sim,2.0
PED-103711,22/01/2025,Notebook Pro,Computadores,RS,Televendas,1,"R$ 6.837,91","0,0%","R$ 8.150,78",nao,1.0
PED-103712,22/01/2025,"Monitor 27""",Periféricos,RJ,Televendas,4,"R$ 1.469,87","20,7%","R$ 5.558,95",sim,2.0
PED-103713,09/12/2024,Cadeira Ergo,Mobiliário,PE,E-commerce,3,"R$ 1.882,87","3,3%","R$ 5.717,48",sim,1.0
PED-103714,25/06/2025,Headset,Áudio,RJ,Televendas,2,"R$ 328,80","25,6%","R$ 691,18",nao,1.0
PED-103715,11/03/2024,Teclado Mecânico,Periféricos,MG,,3,"R$ 420,61","16,0%","R$ 1.302,12",sim,2.0
PED-103716,16/09/2024,Mesa Ajustável,Mobiliário,RJ,Televendas,1,"R$ 2.273,89","8,7%","R$ 1.895,02",sim,5.0
PED-103717,26/09/2025,Headset,Áudio,SP,Televendas,1,"R$ 373,50","2,3%","R$ 389,82",sim,3.0
PED-103718,12/06/2024,Mouse Sem Fio,Periféricos,SP,Marketplace,4,"R$ 186,24","4,0%","R$ 857,07",sim,5.0
PED-103719,10/09/2025,Mouse Sem Fio,Periféricos,SP,Marketplace,2,"R$ 172,27","10,4%","R$ 329,75",nao,2.0
PED-103720,02/01/2024,Headset,Áudio,RS,Televendas,2,"R$ 364,86","12,0%","R$ 641,88",sim,1.0
PED-103721,24/01/2024,Mesa Ajustável,Mobiliário,SP,Loja Física,3,"R$ 2.495,96","9,1%","R$ 6.804,77",sim,1.0
PED-103722,16/05/2024,Webcam HD,Áudio,SP,Marketplace,1,"R$ 288,80","5,2%","R$ 346,63",sim,5.0
PED-103723,27/08/2025,Mesa Ajustável,Mobiliário,SP,E-commerce,1,"R$ 2.384,73","9,9%","R$ 2.493,25",nao,1.0
PED-103724,15/02/2025,Mesa Ajustável,Mobiliário,MG,Loja Física,1,"R$ 2.233,44","11,6%","R$ 2.648,36",nao,4.0
PED-103725,06/12/2024,Headset,Áudio,GO,Televendas,2,"R$ 304,58","8,7%","R$ 582,33",sim,1.0
PED-103726,19/03/2024,"Monitor 27""",Periféricos,RS,Televendas,2,"R$ 1.399,93","17,7%","R$ 2.830,39",sim,5.0
PED-103727,21/03/2024,Webcam HD,Áudio,MG,Marketplace,2,"R$ 261,61","11,7%","R$ 567,90",sim,2.0
PED-103728,02/07/2025,Mesa Ajustável,Mobiliário,CE,E-commerce,3,"R$ 2.573,07","12,9%","R$ 8.659,22",nao,5.0
PED-103729,09/06/2025,Cadeira Ergo,Mobiliário,RJ,Marketplace,2,"R$ 1.785,20","7,2%","R$ 4.679,35",sim,2.0
PED-103730,08/02/2024,Teclado Mecânico,Periféricos,GO,Televendas,2,"R$ 444,01","5,6%","R$ 945,35",nao,1.0
PED-103731,04/10/2024,Mesa Ajustável,Mobiliário,RJ,Loja Física,4,"R$ 2.685,03","1,7%","R$ 9.418,14",sim,5.0
PED-103732,15/12/2024,Mesa Ajustável,Mobiliário,SP,E-commerce,4,"R$ 2.368,71","13,6%","R$ 8.564,08",sim,2.0
PED-103733,01/04/2025,Notebook Pro,Computadores,SP,Marketplace,2,"R$ 6.769,22","0,2%","R$ 20.449,88",sim,1.0
PED-103734,06/01/2024,Webcam HD,Áudio,BA,Televendas,1,"R$ 315,07","0,0%","R$ 315,07",sim,4.0
PED-103735,13/06/2025,Cadeira Ergo,Mobiliário,SP,Televendas,1,"R$ 1.897,81","2,3%","R$ 2.619,23",sim,1.0
PED-103736,02/12/2024,Teclado Mecânico,Periféricos,BA,Marketplace,1,"R$ 422,35","7,4%","R$ 409,53",sim,5.0
PED-103737,10/12/2024,Mesa Ajustável,Mobiliário,RJ,Marketplace,1,"R$ 2.339,80","13,9%","R$ 2.107,51",nao,5.0
PED-103738,18/08/2024,Notebook Pro,Computadores,SP,Televendas,1,"R$ 6.463,68","5,3%","R$ 3.514,56",sim,5.0
PED-103739,01/02/2024,Mesa Ajustável,Mobiliário,CE,Loja Física,6,"R$ 2.240,43","6,8%","R$ 14.123,17",nao,4.0
PED-103740,18/08/2025,Notebook Pro,Computadores,MG,E-commerce,3,"R$ 6.881,99","7,8%","R$ 22.081,33",nao,2.0
PED-103741,10/06/2025,Teclado Mecânico,Periféricos,SP,E-commerce,3,"R$ 376,58","7,5%","R$ 1.476,09",nao,4.0
PED-103742,14/06/2025,Mesa Ajustável,Mobiliário,PE,Televendas,2,"R$ 2.264,73","6,5%","R$ 5.978,93",sim,3.0
PED-103743,20/03/2025,Mouse Sem Fio,Periféricos,RJ,Televendas,3,"R$ 186,60","9,8%","R$ 735,94",sim,3.0
PED-103744,07/11/2024,Webcam HD,Áudio,SP,Televendas,2,"R$ 286,22","2,7%","R$ 522,90",sim,4.0
PED-103745,05/08/2025,Mouse Sem Fio,Periféricos,RS,Televendas,2,"R$ 183,62","8,8%","R$ 388,78",nao,
PED-103746,10/03/2024,Notebook Pro,Computadores,PR,Marketplace,2,"R$ 6.941,57","17,3%","R$ 14.102,61",nao,1.0
PED-103747,21/06/2024,Webcam HD,Áudio,MG,Televendas,4,"R$ 299,15","10,7%","R$ 1.281,37",nao,3.0
PED-103748,13/10/2024,Mouse Sem Fio,Periféricos,RS,Televendas,1,"R$ 173,47","11,5%","R$ 136,96",sim,3.0
PED-103749,17/05/2025,"Monitor 27""",Periféricos,SC,Loja Física,1,"R$ 1.379,99","11,3%","R$ 1.831,01",sim,4.0
PED-103750,02/08/2024,Headset,Áudio,RS,Marketplace,4,"R$ 365,89","9,6%","R$ 759,67",sim,3.0
PED-103751,12/07/2025,Notebook Pro,Computadores,GO,E-commerce,3,"R$ 6.758,31","11,9%","R$ 23.004,78",sim,2.0
PED-103752,21/07/2024,Mouse Sem Fio,Periféricos,PE,Marketplace,5,"R$ 194,53","0,0%","R$ 1.066,00",sim,4.0
PED-103753,15/08/2024,Teclado Mecânico,Periféricos,CE,Loja Física,4,"R$ 475,37","12,4%","R$ 955,79",sim,5.0
PED-103754,24/07/2024,"Monitor 27""",Periféricos,SP,Loja Física,3,"R$ 1.382,72","12,1%","R$ 3.994,62",sim,4.0
PED-103755,19/09/2024,Webcam HD,Áudio,BA,Televendas,2,"R$ 288,98","17,6%","R$ 434,78",sim,3.0
PED-103756,05/06/2025,Headset,Áudio,RJ,Marketplace,1,"R$ 331,50","15,4%","R$ 396,16",nao,4.0
PED-103757,01/08/2024,Teclado Mecânico,Periféricos,RS,Loja Física,1,"R$ 409,52","10,1%","R$ 211,22",sim,5.0
PED-103758,08/11/2024,Mouse Sem Fio,Periféricos,SP,Marketplace,1,"R$ 178,03","17,6%","R$ 137,70",sim,5.0
PED-103759,04/01/2024,Mouse Sem Fio,Periféricos,RS,Loja Física,1,"R$ 178,63","11,3%","R$ 158,38",sim,3.0
PED-103760,20/12/2024,Teclado Mecânico,Periféricos,SP,Televendas,1,"R$ 427,58","13,0%","R$ 389,28",sim,2.0
PED-103761,28/05/2024,Mouse Sem Fio,Periféricos,PR,Loja Física,1,"R$ 188,29","2,6%","R$ 232,19",nao,5.0
PED-103762,10/11/2024,Cadeira Ergo,Mobiliário,SP,E-commerce,2,"R$ 1.666,05","13,2%","R$ 2.717,32",nao,3.0
PED-103763,31/07/2024,Mouse Sem Fio,Periféricos,RJ,Marketplace,2,"R$ 185,84","6,2%","R$ 381,98",sim,1.0
PED-103764,31/08/2024,"Monitor 27""",Periféricos,SP,Loja Física,1,"R$ 1.372,64","11,9%","R$ 693,95",nao,3.0
PED-103765,10/03/2024,Webcam HD,Áudio,GO,Televendas,1,"R$ 300,03","4,5%","R$ 352,05",sim,4.0
PED-103766,21/10/2024,Mouse Sem Fio,Periféricos,RS,Loja Física,4,"R$ 172,44","2,2%","R$ 602,16",sim,1.0
PED-103767,04/05/2025,Mesa Ajustável,Mobiliário,MG,Loja Física,1,"R$ 2.089,67","19,0%","R$ 2.530,89",sim,3.0
PED-103768,25/01/2025,Mouse Sem Fio,Periféricos,PR,E-commerce,3,"R$ 154,98","3,6%","R$ 534,07",nao,2.0
PED-103769,30/09/2024,Notebook Pro,Computadores,SP,Televendas,4,"R$ 6.657,40","1,0%","R$ 24.061,25",nao,2.0
PED-103770,25/06/2025,Mouse Sem Fio,Periféricos,MG,Televendas,3,"R$ 176,82","7,7%","R$ 691,34",nao,2.0
PED-103771,29/12/2024,Cadeira Ergo,Mobiliário,MG,Marketplace,1,"R$ 1.890,32","7,2%","R$ 1.836,46",sim,3.0
PED-103772,27/01/2025,Mesa Ajustável,Mobiliário,SC,Televendas,1,"R$ 2.415,41","7,3%","R$ 2.670,00",sim,3.0
PED-103773,01/07/2024,Teclado Mecânico,Periféricos,SC,E-commerce,3,"R$ 431,97","0,1%","R$ 1.418,77",sim,1.0
PED-103774,14/03/2025,Webcam HD,Áudio,MG,Marketplace,1,"R$ 284,35","18,4%","R$ 338,31",sim,5.0
PED-103775,18/08/2024,Cadeira Ergo,Mobiliário,SP,Marketplace,1,"R$ 1.877,22","9,9%","R$ 971,23",sim,1.0
PED-103776,04/05/2024,Mouse Sem Fio,Periféricos,MG,,5,"R$ 190,67","14,7%","R$ 1.030,27",sim,4.0
PED-103777,27/04/2025,Cadeira Ergo,Mobiliário,RS,Marketplace,1,"R$ 2.023,49","12,7%","R$ 2.670,95",sim,2.0
PED-103778,04/01/2025,Mouse Sem Fio,Periféricos,MG,Loja Física,2,"R$ 189,17","4,1%","R$ 432,39",sim,5.0
PED-103779,27/10/2024,Mouse Sem Fio,Periféricos,SP,Loja Física,3,"R$ 181,08","23,1%","R$ 372,80",sim,2.0
PED-103780,01/04/2025,Webcam HD,Áudio,SP,Loja Física,2,"R$ 292,51","0,0%","R$ 885,03",nao,2.0
PED-103781,16/01/2025,Notebook Pro,Computadores,MG,Loja Física,2,"R$ 6.354,46","5,3%","R$ 14.344,61",nao,4.0
PED-103782,30/04/2025,Mesa Ajustável,Mobiliário,CE,Televendas,1,"R$ 2.281,15","2,0%","R$ 3.382,58",sim,2.0
PED-103783,27/09/2024,Teclado Mecânico,Periféricos,CE,Loja Física,2,"R$ 358,00","12,6%","R$ 571,22",sim,4.0
PED-103784,01/10/2025,Teclado Mecânico,Periféricos,RS,Televendas,3,"R$ 414,19","0,0%","R$ 1.294,85",sim,3.0
PED-103785,22/12/2024,Notebook Pro,Computadores,RJ,Loja Física,5,"R$ 7.072,29","11,4%","R$ 32.781,53",nao,1.0
PED-103786,27/10/2024,Teclado Mecânico,Periféricos,SP,Marketplace,3,"R$ 423,39","2,9%","R$ 1.100,64",nao,4.0
PED-103787,28/07/2025,Mesa Ajustável,Mobiliário,SP,Marketplace,1,"R$ 2.417,11","0,0%","R$ 3.113,24",sim,3.0
PED-103788,01/10/2025,Notebook Pro,Computadores,SP,Marketplace,3,"R$ 5.929,73","5,9%","R$ 17.446,48",sim,1.0
PED-103789,20/06/2024,Cadeira Ergo,Mobiliário,SP,Loja Física,1,"R$ 1.966,69","9,6%","R$ 2.130,40",sim,4.0
PED-103790,28/05/2024,Cadeira Ergo,Mobiliário,SP,Televendas,1,"R$ 1.800,52","0,0%","R$ 2.280,75",nao,3.0
PED-103791,28/11/2024,Teclado Mecânico,Periféricos,SP,E-commerce,3,"R$ 428,21","7,0%","R$ 1.121,72",sim,3.0
PED-103792,15/02/2024,Webcam HD,Áudio,SP,Loja Física,3,"R$ 282,97","10,2%","R$ 859,47",sim,2.0
PED-103793,15/03/2025,Teclado Mecânico,Periféricos,CE,Televendas,2,"R$ 416,54","12,7%","R$ 1.059,64",sim,5.0
PED-103794,09/03/2025,Notebook Pro,Computadores,SP,Loja Física,2,"R$ 6.789,88","11,9%","R$ 17.431,02",nao,2.0
PED-103795,25/02/2024,Cadeira Ergo,Mobiliário,CE,Televendas,5,"R$ 1.903,61","7,4%","R$ 9.936,23",nao,5.0
PED-103796,21/06/2024,Cadeira Ergo,Mobiliário,CE,Marketplace,2,"R$ 1.948,66","9,6%","R$ 4.224,43",sim,1.0
PED-103797,07/09/2025,Teclado Mecânico,Periféricos,SP,Marketplace,5,"R$ 446,91","8,3%","R$ 2.188,52",nao,4.0
PED-103798,25/04/2024,Mouse Sem Fio,Periféricos,PE,Marketplace,1,"R$ 175,30","15,3%","R$ 189,73",sim,2.0
PED-103799,15/11/2024,Notebook Pro,Computadores,MG,Loja Física,3,"R$ 6.152,83","4,6%","R$ 16.527,91",sim,4.0
PED-103800,11/03/2025,Teclado Mecânico,Periféricos,CE,Marketplace,2,"R$ 386,93","7,1%","R$ 1.047,57",sim,2.0
PED-103801,06/06/2024,Mouse Sem Fio,Periféricos,RJ,E-commerce,1,"R$ 184,32","11,8%","R$ 194,97",nao,4.0
PED-103802,04/08/2024,"Monitor 27""",Periféricos,PE,Loja Física,2,"R$ 1.533,88","17,3%","R$ 1.455,47",sim,5.0
PED-103803,01/05/2025,Headset,Áudio,RJ,Marketplace,3,"R$ 327,20","15,9%","R$ 1.234,36",sim,2.0
PED-103804,28/09/2024,Notebook Pro,Computadores,GO,Televendas,3,"R$ 7.233,17","9,9%","R$ 17.855,12",sim,3.0
PED-103805,05/06/2025,Cadeira Ergo,Mobiliário,SP,Loja Física,1,"R$ 2.082,75","0,0%","R$ 2.940,68",sim,
PED-103806,08/02/2024,Headset,Áudio,SP,E-commerce,1,"R$ 350,39","5,6%","R$ 372,93",sim,4.0
PED-103807,07/02/2025,Cadeira Ergo,Mobiliário,SP,Marketplace,1,"R$ 1.979,12","23,8%","R$ 2.022,19",sim,1.0
PED-103808,06/08/2024,Mouse Sem Fio,Periféricos,SP,Televendas,1,"R$ 189,96","4,5%","R$ 104,17",sim,5.0
PED-103809,09/08/2025,Webcam HD,Áudio,RJ,Loja Física,2,"R$ 281,54","13,0%","R$ 568,25",sim,2.0
PED-103810,08/10/2024,Notebook Pro,Computadores,RJ,Marketplace,2,"R$ 7.284,81","8,9%","R$ 11.838,02",nao,
PED-103811,26/02/2024,"Monitor 27""",Periféricos,CE,E-commerce,1,"R$ 1.587,08","6,9%","R$ 1.665,98",sim,2.0
PED-103812,19/06/2025,Cadeira Ergo,Mobiliário,SP,Televendas,2,"R$ 2.033,51","2,3%","R$ 5.607,68",sim,3.0
PED-103813,03/12/2024,Mesa Ajustável,Mobiliário,SP,Marketplace,2,"R$ 2.179,50","1,9%","R$ 4.477,11",sim,4.0
PED-103814,08/02/2024,Cadeira Ergo,Mobiliário,SP,E-commerce,2,"R$ 1.901,94","7,5%","R$ 3.969,18",sim,4.0
PED-103815,20/04/2025,Cadeira Ergo,Mobiliário,SP,Marketplace,5,"R$ 2.000,71","10,8%","R$ 13.501,14",nao,2.0
PED-103816,08/01/2025,Headset,Áudio,RS,Televendas,1,"R$ 296,63","5,4%","R$ 334,44",sim,1.0
PED-103817,09/08/2025,Mesa Ajustável,Mobiliário,SP,E-commerce,4,"R$ 2.364,74","13,2%","R$ 9.532,52",nao,2.0
PED-103818,25/03/2025,Cadeira Ergo,Mobiliário,RS,Marketplace,3,"R$ 1.831,47","7,2%","R$ 7.429,69",sim,3.0
PED-103819,14/02/2025,Notebook Pro,Computadores,SP,Televendas,1,"R$ 6.727,23","7,0%","R$ 8.392,45",nao,1.0
PED-103820,21/05/2024,Cadeira Ergo,Mobiliário,GO,Loja Física,2,"R$ 1.734,31","8,5%","R$ 4.018,14",nao,4.0
PED-103821,20/01/2025,Notebook Pro,Computadores,MG,Televendas,1,"R$ 6.894,00","11,4%","R$ 7.284,68",nao,4.0
PED-103822,18/04/2024,Mouse Sem Fio,Periféricos,PR,Loja Física,1,"R$ 191,24","9,3%","R$ 221,73",nao,2.0
PED-103823,05/09/2024,Webcam HD,Áudio,SP,Loja Física,2,"R$ 266,41","12,1%","R$ 427,48",sim,4.0
PED-103824,03/10/2024,Mouse Sem Fio,Periféricos,RJ,Televendas,3,"R$ 176,48","12,8%","R$ 411,89",sim,1.0
PED-103825,31/12/2024,Cadeira Ergo,Mobiliário,PE,Loja Física,5,"R$ 1.887,23","6,9%","R$ 9.197,01",sim,2.0
PED-103826,14/05/2024,Cadeira Ergo,Mobiliário,SP,Loja Física,4,"R$ 1.847,52","8,6%","R$ 8.560,45",sim,1.0
PED-103827,21/12/2024,Notebook Pro,Computadores,SP,Marketplace,2,"R$ 7.402,75","16,9%","R$ 12.872,05",nao,1.0
PED-103828,26/07/2024,Webcam HD,Áudio,RS,Televendas,1,"R$ 282,01","4,2%","R$ 296,08",nao,4.0
PED-103829,02/08/2025,Cadeira Ergo,Mobiliário,RJ,Marketplace,1,"R$ 1.736,06","7,6%","R$ 1.861,15",sim,2.0
PED-103830,26/09/2025,Webcam HD,Áudio,PR,Marketplace,2,"R$ 278,49","11,4%","R$ 527,38",sim,5.0
PED-103831,13/06/2025,Headset,Áudio,MG,Televendas,3,"R$ 341,85","8,6%","R$ 1.323,99",sim,2.0
PED-103832,30/05/2024,Notebook Pro,Computadores,SP,Loja Física,3,"R$ 6.762,78","1,0%","R$ 25.451,89",sim,3.0
PED-103833,16/04/2025,Notebook Pro,Computadores,SC,Marketplace,1,"R$ 7.218,05","10,5%","R$ 9.776,68",nao,
PED-103834,20/09/2025,"Monitor 27""",Periféricos,MG,E-commerce,3,"R$ 1.332,86","2,4%","R$ 4.170,17",nao,2.0
PED-103835,14/08/2025,Webcam HD,Áudio,RS,E-commerce,4,"R$ 292,69","11,2%","R$ 1.205,93",nao,1.0
PED-103836,12/07/2025,Notebook Pro,Computadores,RS,E-commerce,2,"R$ 6.944,74","13,1%","R$ 15.546,71",sim,3.0
PED-103837,12/02/2024,Webcam HD,Áudio,SP,Marketplace,1,"R$ 289,17","17,5%","R$ 268,96",nao,4.0
PED-103838,06/04/2024,"Monitor 27""",Periféricos,RJ,Loja Física,3,"R$ 1.432,97","6,8%","R$ 5.122,66",nao,1.0
PED-103839,07/05/2025,Cadeira Ergo,Mobiliário,RJ,Televendas,5,"R$ 2.014,96","6,8%","R$ 14.033,79",sim,5.0
PED-103840,15/07/2024,Headset,Áudio,SP,Televendas,4,"R$ 324,43","10,3%","R$ 1.275,48",sim,5.0
PED-103841,23/10/2024,Notebook Pro,Computadores,PR,E-commerce,3,"R$ 6.593,75","9,2%","R$ 16.025,03",nao,3.0
PED-103842,05/11/2024,Mesa Ajustável,Mobiliário,BA,Marketplace,2,"R$ 2.499,17","11,0%","R$ 4.174,87",sim,4.0
PED-103843,26/04/2025,Mouse Sem Fio,Periféricos,RJ,E-commerce,1,"R$ 178,00","12,9%","R$ 234,49",sim,3.0
PED-103844,19/04/2025,Teclado Mecânico,Periféricos,PR,Loja Física,2,"R$ 424,73","9,8%","R$ 1.158,93",sim,5.0
PED-103845,08/07/2024,Mesa Ajustável,Mobiliário,RJ,Marketplace,3,"R$ 2.209,42","10,0%","R$ 6.537,16",sim,4.0
PED-103846,21/05/2025,Webcam HD,Áudio,RJ,Televendas,4,"R$ 268,80","12,9%","R$ 1.401,03",sim,3.0
PED-103847,26/10/2024,Teclado Mecânico,Periféricos,CE,Marketplace,1,"R$ 378,78","4,4%","R$ 323,03",sim,2.0
PED-103848,08/01/2025,Headset,Áudio,CE,Marketplace,2,"R$ 348,82","0,0%","R$ 831,59",sim,1.0
PED-103849,11/06/2025,"Monitor 27""",Periféricos,MG,Televendas,1,"R$ 1.217,70","2,1%","R$ 1.684,03",sim,3.0
PED-103850,01/07/2024,Webcam HD,Áudio,MG,E-commerce,3,"R$ 292,38","4,4%","R$ 919,18",nao,1.0
PED-103851,23/01/2024,"Monitor 27""",Periféricos,PR,Televendas,2,"R$ 1.566,82","11,6%","R$ 2.768,73",sim,3.0
PED-103852,23/02/2025,Notebook Pro,Computadores,BA,Marketplace,1,"R$ 7.985,88","11,2%","R$ 9.508,44",nao,3.0
PED-103853,05/07/2024,Mesa Ajustável,Mobiliário,MG,Marketplace,2,"R$ 2.362,51","7,8%","R$ 4.772,97",nao,5.0
PED-103854,15/06/2024,Headset,Áudio,SP,Marketplace,2,"R$ 301,80","5,2%","R$ 685,68",sim,4.0
PED-103855,08/11/2024,"Monitor 27""",Periféricos,PE,Marketplace,1,"R$ 1.578,54","2,1%","R$ 1.451,09",sim,5.0
PED-103856,15/07/2025,"Monitor 27""",Periféricos,GO,Marketplace,3,"R$ 1.519,89","3,9%","R$ 5.643,23",nao,1.0
PED-103857,28/06/2025,Mouse Sem Fio,Periféricos,SP,Televendas,2,"R$ 184,33","9,8%","R$ 469,41",sim,1.0
PED-103858,12/04/2025,Mouse Sem Fio,Periféricos,RJ,Marketplace,2,"R$ 186,69","10,3%","R$ 506,74",nao,1.0
PED-103859,21/06/2024,Notebook Pro,Computadores,SP,E-commerce,3,"R$ 6.755,36","11,5%","R$ 21.504,11",nao,2.0
PED-103860,27/08/2025,Notebook Pro,Computadores,SC,Loja Física,1,"R$ 7.113,05","13,0%","R$ 7.180,56",nao,1.0
PED-103861,10/06/2025,Cadeira Ergo,Mobiliário,MG,E-commerce,6,"R$ 1.887,60","12,3%","R$ 14.025,95",sim,4.0
PED-103862,24/01/2024,Mesa Ajustável,Mobiliário,MG,Marketplace,3,"R$ 2.591,27","4,4%","R$ 7.428,29",nao,5.0
PED-103863,05/06/2024,Notebook Pro,Computadores,SC,Televendas,4,"R$ 7.309,97","8,6%","R$ 32.052,43",sim,
PED-103864,18/03/2024,Mesa Ajustável,Mobiliário,PR,Televendas,3,"R$ 2.513,08","16,5%","R$ 7.732,70",sim,5.0
